song_name,duration_ms,popularity,preview_url,artists,album_name,album_type,release_date,total_tracks,album_cover_url
WITH ME,236440,41,https://p.scdn.co/mp3-preview/3edb14c51ce5e97cceaa11d3c43dc46ac0bcbf91?cid=38e2a4a43dbf4f63a749947cbcb26e74,Various Artists,Sonic And The Black Knight Official Soundtrack (Vol.2),compilation,2009-03-06,34,https://i.scdn.co/image/ab67616d0000b273169869b1c804e358427d2976
SS Anne,124659,24,https://p.scdn.co/mp3-preview/2dfa0ef3437b5dd178e03f5c7128f8f19a84a7ed?cid=38e2a4a43dbf4f63a749947cbcb26e74,Braxton Burks,Pokémon Reorchestrated: Kanto Symphony,album,2012-10-14,35,https://i.scdn.co/image/ab67616d0000b2731ac94fae4cf5b29b4b33479f
Venus,324000,53,https://p.scdn.co/mp3-preview/20c9c8b0111570fb719116ade356d4e18fb1302b?cid=38e2a4a43dbf4f63a749947cbcb26e74,Ron Henley,Venus,single,2013,1,https://i.scdn.co/image/ab67616d0000b27304d6a028b222b89a3a0b1bde
WHITE FIRST LOVE,269200,30,https://p.scdn.co/mp3-preview/f28a74074583e4b7bf7f00f5814749f8a63ecffc?cid=38e2a4a43dbf4f63a749947cbcb26e74,黒澤ダイヤ (CV.小宮有紗) from Aqours,LoveLive! Sunshine!! Kurosawa Dia First Solo Concert Album 〜WHITE FIRST LOVE〜,album,2021-01-01,16,https://i.scdn.co/image/ab67616d0000b273a7066fcb0d21bde412b9008b
Harukamirai,177106,65,https://p.scdn.co/mp3-preview/46deaaf8faa2be1ed51a5836207a6be4701a205e?cid=38e2a4a43dbf4f63a749947cbcb26e74,KANKAKU PIERO,Iroirotoiro,album,2018-02-21,13,https://i.scdn.co/image/ab67616d0000b273b8d439f3ae6c87ed6802eb18
R.I.P.ゴシップの海,221386,13,https://p.scdn.co/mp3-preview/c3c2f99ba940bd3cafb1db7e514a2f2527f73a34?cid=38e2a4a43dbf4f63a749947cbcb26e74,Various Artists,GUMIFUL!,compilation,2023-09-03,33,https://i.scdn.co/image/ab67616d0000b2732586e3cc56c92f3f293fe494
Strawberry Trapper,235080,32,https://p.scdn.co/mp3-preview/721424edf44f2bee454c148f3d5c329ccae8dc4e?cid=38e2a4a43dbf4f63a749947cbcb26e74,Guilty Kiss,Shooting Star Warrior,album,2021-07-28,14,https://i.scdn.co/image/ab67616d0000b273def72393d237aebb144b1a31
"Baby, Don't Cry",233955,58,https://p.scdn.co/mp3-preview/e5378ae730d11b78a3b7ebb4aa826fe080606e91?cid=38e2a4a43dbf4f63a749947cbcb26e74,EXO,The 1st Album 'XOXO' (Repackage),album,2013-08-05,28,https://i.scdn.co/image/ab67616d0000b2732795c34a8931367a0916de54
"Hitori (From ""Darling in the FranXX"") [Ending 4]",199400,32,https://p.scdn.co/mp3-preview/73bdcbecbc673b34bb6da325e366e8b8cfcbd5b7?cid=38e2a4a43dbf4f63a749947cbcb26e74,Fonzi M,"Anime Piano Music Collection in Spring, Vol. 2.5",album,2018-07-05,9,https://i.scdn.co/image/ab67616d0000b273da915b56e5a233d7e31c46fa
"I will (From ""Sword Art Online: Alicization - War of Underworld"") [String Quartet]",91999,0,https://p.scdn.co/mp3-preview/47d640ce3fad74e6130df9a573461037a5abbbe1?cid=38e2a4a43dbf4f63a749947cbcb26e74,Jajnov,Anime Fusion 3,album,2021-04-09,15,https://i.scdn.co/image/ab67616d0000b2732c1ee15fa8892c7910e55813
Moment Of Truth,226253,62,,FM Static,Critically Ashamed,album,2006-01-01,12,https://i.scdn.co/image/ab67616d0000b273bdc92e5001b3121bef7bd5e9
メリーバッドエンド,177853,40,https://p.scdn.co/mp3-preview/406b67b9a92464342557f24c2061e7b6603da342?cid=38e2a4a43dbf4f63a749947cbcb26e74,After the Rain,イザナワレトラベラー,album,2018-09-05,16,https://i.scdn.co/image/ab67616d0000b2735332c794daee9e3d7a3e968a
ユメ語るよりユメ歌おう - 第10話エンディング主題歌(TVサイズ),101053,32,https://p.scdn.co/mp3-preview/b4080604a9130557e24dbfccfcd5894cffc39e0b?cid=38e2a4a43dbf4f63a749947cbcb26e74,加藤達也,TVアニメ『ラブライブ!サンシャイン!!』オリジナルサウンドトラック 「Sailing to the Sunshine」,album,2016-11-30,81,https://i.scdn.co/image/ab67616d0000b2738be8794d9c6d538eac1fb6d6
"Bubblegum K.K. (From ""Animal Crossing: New Leaf"")",158400,50,https://p.scdn.co/mp3-preview/f7ce17fe7850fca17be9b3e54b537f485166fecb?cid=38e2a4a43dbf4f63a749947cbcb26e74,Qumu,Year 7,album,2021-09-13,21,https://i.scdn.co/image/ab67616d0000b2734366c48ae7d8dce239c62c47
Perfume!,174803,49,https://p.scdn.co/mp3-preview/28e6de21d614f92a2bad15e80770fa2d551f5495?cid=38e2a4a43dbf4f63a749947cbcb26e74,fusq,Lost Station,single,2016-02-10,4,https://i.scdn.co/image/ab67616d0000b27339f3ace7a490b1073890f52c
Mobile Suit Gundam Unicorn - Re:Mix0096,289760,33,https://p.scdn.co/mp3-preview/03ae89ae1aeb0a5e7593c21f19d398349a56f73a?cid=38e2a4a43dbf4f63a749947cbcb26e74,Hiroyuki Sawano,MOBILE SUIT GUNDAM NT (Narrative) Original Motion Picture Soundtrack,album,2018-11-28,15,https://i.scdn.co/image/ab67616d0000b2736867119c077124f832a29fbf
"The Long Song - From ""Doctor Who"" Series 7",218666,49,,Murray Gold,Doctor Who - Series 7 (Original Television Soundtrack / Deluxe Version),album,2013-09-09,76,https://i.scdn.co/image/ab67616d0000b2735980aadab1a1d5ecbce89371
Burn!,231760,37,https://p.scdn.co/mp3-preview/8727cf4bdafa3d10d5037e73cde31f263751f07e?cid=38e2a4a43dbf4f63a749947cbcb26e74,Bullet Train,Star Gear/EBiDAY EBiNAI/Burn!,single,2015-04-22,3,https://i.scdn.co/image/ab67616d0000b2734abcb90f7a769aec9ccfc54e
pokemon league (night),104625,45,https://p.scdn.co/mp3-preview/bf58361c4c4e48c844155d10765b30ee71a0394f?cid=38e2a4a43dbf4f63a749947cbcb26e74,Closed on Sunday,pokemon league (night),single,2023-01-22,1,https://i.scdn.co/image/ab67616d0000b273a09665ed1602fb60918c5f86
I swear,310546,44,https://p.scdn.co/mp3-preview/c9f77abe617be5d26883043ad85057d39aa50ba4?cid=38e2a4a43dbf4f63a749947cbcb26e74,Various Artists,「デート・ア・ライブ」新作放送記念! 主題歌大全集,compilation,2022-04-13,17,https://i.scdn.co/image/ab67616d0000b27303a29f7583a105209961495d
Heart-Shaped Box,281160,82,,Nirvana,In Utero (Deluxe Edition),album,1993-09-21,43,https://i.scdn.co/image/ab67616d0000b273aca059cebc1841277db22d1c
ninelie,261773,55,https://p.scdn.co/mp3-preview/e6ac0493dff0690d29098dcde0b81a22b70e3d1c?cid=38e2a4a43dbf4f63a749947cbcb26e74,Aimer,daydream,album,2016-09-21,13,https://i.scdn.co/image/ab67616d0000b273b56ada0ba61d7787fb213f72
Cerebrawl,117655,46,https://p.scdn.co/mp3-preview/8bb4fcf22d3aa6df2a80ea6c456792ad1ee0de6f?cid=38e2a4a43dbf4f63a749947cbcb26e74,Laura Shigihara,Plants Vs. Zombies (Original Video Game Soundtrack),album,2010-11-22,29,https://i.scdn.co/image/ab67616d0000b273486983be2d3af3d6d09d20d4
Mobile Suit Gundam: Iron-Blooded Orphans,160413,45,https://p.scdn.co/mp3-preview/28cdc195414de37d5648556debb5b6ee06c6634e?cid=38e2a4a43dbf4f63a749947cbcb26e74,Masaru Yokoyama,MOBILE SUIT GUNDAM IRON-BLOODED ORPHANS Original Motion Picture Soundtrack,album,2016-03-23,57,https://i.scdn.co/image/ab67616d0000b2734f588f5d4303a0dab369d7b9
Heaven,225823,50,https://p.scdn.co/mp3-preview/a58b9238289cf7f98a5580271d5e12387afe4dae?cid=38e2a4a43dbf4f63a749947cbcb26e74,EXO,EX'ACT,album,2016-06-09,22,https://i.scdn.co/image/ab67616d0000b27315a67578922d65121b12073d
Marble Machine,243782,48,https://p.scdn.co/mp3-preview/b1758ee2f11fac7a97da607cacdff315f358a64d?cid=38e2a4a43dbf4f63a749947cbcb26e74,Wintergatan,Marble Machine,single,2016-03-01,1,https://i.scdn.co/image/ab67616d0000b27368ffb3a6ca293dba296d9410
デート・ア・ライブ,280000,45,https://p.scdn.co/mp3-preview/562083a46a625cd46609cfc3a504435a3f348f1e?cid=38e2a4a43dbf4f63a749947cbcb26e74,Various Artists,選んでデート・ア・ライブ 〜DATE A LIVE BEST SELECTION〜,compilation,2019-01-09,15,https://i.scdn.co/image/ab67616d0000b273f4ca92120d67263874b3bd30
Black Butterflies and Déjà Vu,203057,59,https://p.scdn.co/mp3-preview/40592e51add401cc984fdc568e3a060095a82009?cid=38e2a4a43dbf4f63a749947cbcb26e74,The Maine,Lovely Little Lonely,album,2017-04-07,12,https://i.scdn.co/image/ab67616d0000b273dc0cb47f6cee440cf6221a76
Let Me Know (I Wonder Why Freestyle),215380,82,,Juice WRLD,Let Me Know (I Wonder Why Freestyle),single,2019-12-07,1,https://i.scdn.co/image/ab67616d0000b273401ea2c7ac7ef87bd32c990f
GET TO THE TOP! ～遥～,127004,19,https://p.scdn.co/mp3-preview/be06ed5eef7d0946cbfa04e39f9a7412c2efdb88?cid=38e2a4a43dbf4f63a749947cbcb26e74,SEGA SOUND TEAM,龍が如く4 伝説を継ぐもの オリジナルサウンドトラック (Volume2),album,2014-02-26,35,https://i.scdn.co/image/ab67616d0000b2739cc8da9e16fe03d3d8817316
Shiny Ray,232533,38,https://p.scdn.co/mp3-preview/05a0c0fa1fcb9f77b07a00fbc7c734b31cb6e671?cid=38e2a4a43dbf4f63a749947cbcb26e74,YURiKA,TVアニメ「リトルウィッチアカデミア」オープニングテーマ「Shiny Ray」,single,2017-02-22,6,https://i.scdn.co/image/ab67616d0000b273f10bea12369e20959b93d433
Ride of the Valkyries,283440,52,https://p.scdn.co/mp3-preview/661869adb040e68bbc78b0a333ae3356a986b092?cid=38e2a4a43dbf4f63a749947cbcb26e74,Richard Wagner,Wagner: Works for Orchestra,album,2011-11-01,7,https://i.scdn.co/image/ab67616d0000b273f4179c19ab5290b47d96e117
Jeongseon Arirang,221573,15,https://p.scdn.co/mp3-preview/c7ff4dd9eaf3bbe1c62efb98404e02713b48ce62?cid=38e2a4a43dbf4f63a749947cbcb26e74,Song Sohee,Modern Korean Folk Songs,album,2018-03-21,7,https://i.scdn.co/image/ab67616d0000b27354c63943e664a422e20bb525
Growl,207053,67,https://p.scdn.co/mp3-preview/f5c0767cb5c671826ded373a26ec70b4f4a0a6b1?cid=38e2a4a43dbf4f63a749947cbcb26e74,EXO,The 1st Album 'XOXO' (Repackage),album,2013-08-05,28,https://i.scdn.co/image/ab67616d0000b2732795c34a8931367a0916de54
BREAK IN TO BREAK OUT (2022.10.9 MAKUHARI MESSE LIVE),285600,19,https://p.scdn.co/mp3-preview/aaee890744502e9b92386aa275fa84d29290abb4?cid=38e2a4a43dbf4f63a749947cbcb26e74,Various Artists,PERSONA SUPER LIVE P-SOUND WISH 2022 ~Crossing Journeys~ DAY2,compilation,2023-05-24,26,https://i.scdn.co/image/ab67616d0000b273a0ce85e4801b320e8e94fe43
A Stranger I Remain - Maniac Agenda Mix,145706,61,https://p.scdn.co/mp3-preview/5d66b930fe56eba4b483daaec5a589b362467b81?cid=38e2a4a43dbf4f63a749947cbcb26e74,Various Artists,METAL GEAR RISING REVENGEANCE Vocal Tracks Selection,compilation,2013-02-20,27,https://i.scdn.co/image/ab67616d0000b2733b8c38d1cba35f03dd278858
新宝島,305000,60,https://p.scdn.co/mp3-preview/42312bf4ed0e73b4ea19dd7dda0173e858cb8da6?cid=38e2a4a43dbf4f63a749947cbcb26e74,sakanaction,834.194,album,2019-06-19,18,https://i.scdn.co/image/ab67616d0000b2733bffc3038f2ace41272d9952
Yuseiboushi,196008,48,https://p.scdn.co/mp3-preview/316e7fca4e70b2a4c223cd8d04abc9e57d77a1ef?cid=38e2a4a43dbf4f63a749947cbcb26e74,Eve,Kaizin,album,2022-03-16,14,https://i.scdn.co/image/ab67616d0000b273bb3eb67167cb2ef04a468924
BELOVED×SURVIVAL,211706,36,https://p.scdn.co/mp3-preview/2ba6296eea43a9e92399599f5472e1f10263e747?cid=38e2a4a43dbf4f63a749947cbcb26e74,Gero,one,album,2013-07-24,13,https://i.scdn.co/image/ab67616d0000b2736a1c73fef04d3bb5e376c082
Cute Na Kanojo,131062,52,https://p.scdn.co/mp3-preview/6b445cacf2cfe684054835f5cd7e1f5e5bfa211c?cid=38e2a4a43dbf4f63a749947cbcb26e74,syudou,Cute Na Kanojo,single,2021-07-16,1,https://i.scdn.co/image/ab67616d0000b273151cc9083e0fcf8d9cfa7db4
forget-me-not,266560,54,https://p.scdn.co/mp3-preview/f0eac9e8fdb50141d4f22161fea217eeab56bfd6?cid=38e2a4a43dbf4f63a749947cbcb26e74,ReoNa,forget-me-not,single,2019-02-06,4,https://i.scdn.co/image/ab67616d0000b2736b3c1cb03763ad4c437730fb
Hi~,207426,39,https://p.scdn.co/mp3-preview/015564d791eb0a01c5725289b5086be3d059a962?cid=38e2a4a43dbf4f63a749947cbcb26e74,Lovelyz,Hi~,album,2015-03-03,11,https://i.scdn.co/image/ab67616d0000b27317fe32521fd68159878e6681
Wonderful Rain,151000,62,https://p.scdn.co/mp3-preview/ffbc4d4ec160ab9e290f3b682e22a692a929dcab?cid=38e2a4a43dbf4f63a749947cbcb26e74,Neo Si,Stratus,single,2022-05-17,4,https://i.scdn.co/image/ab67616d0000b2731042b8c73e486ae4d2dad284
The Saga of Tanya the Evil Main Theme,106045,34,https://p.scdn.co/mp3-preview/f49e1df000aa34fd96ba693b0b25062efdca37cb?cid=38e2a4a43dbf4f63a749947cbcb26e74,片山修志,「劇場版 幼女戦記」オリジナルサウンドトラック,album,2019-02-27,45,https://i.scdn.co/image/ab67616d0000b273b7ff24f5524b5c102467a965
Magical Doctor,220220,64,https://p.scdn.co/mp3-preview/2b613f61b00735a378f37d95a678fa072209d50c?cid=38e2a4a43dbf4f63a749947cbcb26e74,Maretu,SIU,album,2019-11-25,11,https://i.scdn.co/image/ab67616d0000b273d4abef91d6409bc00351c1f6
She’s Dreaming,242366,46,https://p.scdn.co/mp3-preview/e0009196fa44c5c6c699e994943507792a325180?cid=38e2a4a43dbf4f63a749947cbcb26e74,EXO,LOTTO - The 3rd Album Repackage,album,2016-08-18,26,https://i.scdn.co/image/ab67616d0000b273735f6b24c0067007c7e5c0d4
It's Showtime!,46117,53,https://p.scdn.co/mp3-preview/318615d00f747e766e217d6450fe9753dda796e2?cid=38e2a4a43dbf4f63a749947cbcb26e74,Toby Fox,UNDERTALE Soundtrack,album,2015-09-15,101,https://i.scdn.co/image/ab67616d0000b27324edb22d068eb245a924b7f2
Moral of the Story,201016,82,https://p.scdn.co/mp3-preview/a96b7cb38c8b2f9ae37db5ed97896082c5e46277?cid=38e2a4a43dbf4f63a749947cbcb26e74,Ashe,Ashlyn,album,2021-05-07,14,https://i.scdn.co/image/ab67616d0000b273639c6811b5d0c6cfb145de3a
Akad,258281,73,https://p.scdn.co/mp3-preview/a708d6494a6ca7ae8a145fcc4ddc2567eb536973?cid=38e2a4a43dbf4f63a749947cbcb26e74,Payung Teduh,Ruang Tunggu,album,2017-12-19,9,https://i.scdn.co/image/ab67616d0000b27353037b98177c143a06466ec5
XOXO (Kisses & Hugs) - Live,194906,24,https://p.scdn.co/mp3-preview/eea872acb75e2cd82b3d725daecd766598e27b85?cid=38e2a4a43dbf4f63a749947cbcb26e74,EXO,EXOLOGY CHAPTER 1: THE LOST PLANET (Live),album,2014-12-23,36,https://i.scdn.co/image/ab67616d0000b27355df672b08b5536615818f17
How You Remind Me,223840,85,https://p.scdn.co/mp3-preview/94fd201045f5b682935957a8206075638dc4622d?cid=38e2a4a43dbf4f63a749947cbcb26e74,Nickelback,Silver Side Up,album,2001-09-11,10,https://i.scdn.co/image/ab67616d0000b273699a422d25adc550dc5aa11c
My Hero Academia,205280,53,https://p.scdn.co/mp3-preview/458ccd78104eb5bcb5bd720e30704a04ee1fb004?cid=38e2a4a43dbf4f63a749947cbcb26e74,Yuki Hayashi,TVアニメ『僕のヒーローアカデミア』オリジナル・サウンドトラック,album,2016-07-13,35,https://i.scdn.co/image/ab67616d0000b273b8bf049db6f5b729d68e979c
Hi High,196800,53,https://p.scdn.co/mp3-preview/5082b2de468104d1eca55365a34639a71302c64b?cid=38e2a4a43dbf4f63a749947cbcb26e74,LOONA,[X X],album,2019-02-19,12,https://i.scdn.co/image/ab67616d0000b27316caa9e546f536939373fb26
Yellow Submarine,159160,63,,The Beatles,Yellow Submarine Songtrack,album,2014-01-01,15,https://i.scdn.co/image/ab67616d0000b273d807dd713cdfbeed142881e2
Inside the Houses,77077,24,https://p.scdn.co/mp3-preview/5e41bb54fb617a96ffc3ce50cbacf89c8c3b0c27?cid=38e2a4a43dbf4f63a749947cbcb26e74,The Versions,"The Legend of Zelda: Link's Awakening, Vol. 1",single,2019-09-26,6,https://i.scdn.co/image/ab67616d0000b273c1a4144358e0964eb5d51e57
I Still Love You,163683,51,https://p.scdn.co/mp3-preview/7ff787358010315186454ff6f7ea3031e8e74152?cid=38e2a4a43dbf4f63a749947cbcb26e74,Dan Salvato,Doki Doki Literature Club! (Original Soundtrack),album,2017-09-22,15,https://i.scdn.co/image/ab67616d0000b273b476857d93b23b8bb259bfb7
God knows...,279040,56,https://p.scdn.co/mp3-preview/cfcea511d335f51623821726808c99352aeeb4f0?cid=38e2a4a43dbf4f63a749947cbcb26e74,涼宮ハルヒ (CV.平野 綾),涼宮ハルヒの詰合,single,2006-06-21,3,https://i.scdn.co/image/ab67616d0000b2736000c4be87226736248c5c35
Spiral,173400,62,https://p.scdn.co/mp3-preview/654d3f3cfc3e07f29778a067cc5bcf4fef6bb5c4?cid=38e2a4a43dbf4f63a749947cbcb26e74,21 Savage,Spiral,single,2021-04-30,1,https://i.scdn.co/image/ab67616d0000b2732d1b7b704f62135c84af8900
"Sekai ga Owaru made wa... (From ""Slam Dunk"")",309515,21,https://p.scdn.co/mp3-preview/9efb26699d4359cbb73d6f7b48c462d79f62c814?cid=38e2a4a43dbf4f63a749947cbcb26e74,Vocapanda,"Sekai ga Owaru made wa... (From ""Slam Dunk"")",single,2023-04-04,1,https://i.scdn.co/image/ab67616d0000b2736c8a710e297dfc059af8be77
Mobile Suit Gundam: Iron-Blooded Orphans,160413,45,https://p.scdn.co/mp3-preview/28cdc195414de37d5648556debb5b6ee06c6634e?cid=38e2a4a43dbf4f63a749947cbcb26e74,Masaru Yokoyama,MOBILE SUIT GUNDAM IRON-BLOODED ORPHANS Original Motion Picture Soundtrack,album,2016-03-23,57,https://i.scdn.co/image/ab67616d0000b2734f588f5d4303a0dab369d7b9
dive theme ~ pokémon ruby & sapphire lofi,144000,34,https://p.scdn.co/mp3-preview/0c3bb082e23f9dc1573b486381b4ea14fc23a380?cid=38e2a4a43dbf4f63a749947cbcb26e74,Tanoshi,A Journey Through the Hoenn Region ~ Pokémon Ruby & Sapphire Lo-Fi,album,2023-01-27,35,https://i.scdn.co/image/ab67616d0000b2735f870cf9752544ec806824d1
Twinkling Star,259940,10,https://p.scdn.co/mp3-preview/0f25b2f5676032a8099a049bfd1e7dbe39ef0ca5?cid=38e2a4a43dbf4f63a749947cbcb26e74,Various Artists,POP TEAM EPIC: ALL TIME BEST,compilation,2018-03-28,123,https://i.scdn.co/image/ab67616d0000b273424b7a1258eb7b740f2eb567
Rockin' That Shit,221920,65,,The-Dream,Love Vs Money,album,2009-01-01,14,https://i.scdn.co/image/ab67616d0000b2734895d86d023cc3aef4fb1210
Leia,270667,34,https://p.scdn.co/mp3-preview/a380b2f46c6a73bae9166306b85b57f79dccddba?cid=38e2a4a43dbf4f63a749947cbcb26e74,Lollia,VOCALOVE 01,album,2021-08-23,10,https://i.scdn.co/image/ab67616d0000b273fe3a88b344d705cba9570370
Shinjiro's Awakening,66978,31,https://p.scdn.co/mp3-preview/a388f7d19c2bd4ecfc30625bcf954afb5232f03e?cid=38e2a4a43dbf4f63a749947cbcb26e74,Nobuko Toda,Ultraman (Original Series Soundtrack),album,2019-07-12,53,https://i.scdn.co/image/ab67616d0000b2734a6281605d146691f179d25a
Your Affection,172013,52,https://p.scdn.co/mp3-preview/686e3abf4edb791dfa8433d1fcc8098cee477d11?cid=38e2a4a43dbf4f63a749947cbcb26e74,アトラスサウンドチーム,ペルソナ4 オリジナル・サウンドトラック,album,2008-07-23,52,https://i.scdn.co/image/ab67616d0000b2737d142fe444e31edae1c58a93
Gym Leader Battle,149347,30,https://p.scdn.co/mp3-preview/f865b7ec1a657ef444bb818f21398849488a6c78?cid=38e2a4a43dbf4f63a749947cbcb26e74,The Greatest Bits,Pokemon Red & Blue Game Boy Classics,album,2014-03-26,13,https://i.scdn.co/image/ab67616d0000b2731e479a85aa1a26b20137f86a
golden hour,209259,86,https://p.scdn.co/mp3-preview/bcc17f30841d6fbf3cd7954c3e3cf669f11b6a21?cid=38e2a4a43dbf4f63a749947cbcb26e74,JVKE,this is what ____ feels like (Vol. 1-4),album,2022-09-23,12,https://i.scdn.co/image/ab67616d0000b273c2504e80ba2f258697ab2954
Credens justitiam,116053,37,https://p.scdn.co/mp3-preview/ef4c8c6b2682f417f58ea256e6e779ba77b824fb?cid=38e2a4a43dbf4f63a749947cbcb26e74,Various Artists,「魔法少女まどか☆マギカ」 Ultimate Best,compilation,2017-08-09,18,https://i.scdn.co/image/ab67616d0000b273aa72a4e24cbb2115adb2d122
Tonight Stars an Easygoing Egoist ~ Egoistic Flowers,243825,20,https://p.scdn.co/mp3-preview/3e0ea4e1df73989aa5b1de3702b7417e25767df5?cid=38e2a4a43dbf4f63a749947cbcb26e74,YaboiMatoi,Youkai - Touhou Metal,album,2020-11-12,16,https://i.scdn.co/image/ab67616d0000b273a68898ea201c7f4fa3b57b15
Cough Syrup,249520,73,https://p.scdn.co/mp3-preview/d7218e4269b429d546b8af4a333a4bbef4cc89ef?cid=38e2a4a43dbf4f63a749947cbcb26e74,Young the Giant,Young The Giant (Special Edition),album,2011,15,https://i.scdn.co/image/ab67616d0000b27351729fae66d02122c4951153
ODDS&ENDS -初音ミク「マジカルミライ 2014」Live-,414040,43,https://p.scdn.co/mp3-preview/172883082fcb1b7e0f9a8f0c41687e194d6e28de?cid=38e2a4a43dbf4f63a749947cbcb26e74,Various Artists,初音ミク「マジカルミライ 2014」 [Live],compilation,2015-02-25,24,https://i.scdn.co/image/ab67616d0000b2738b03908474894a83c9d0a369
HANABI,266440,53,https://p.scdn.co/mp3-preview/8179aa0de80a8284abdf4618bcc7ff7111ce751e?cid=38e2a4a43dbf4f63a749947cbcb26e74,Ikimonogakari,桜咲く街物語,album,2007-03-07,14,https://i.scdn.co/image/ab67616d0000b273f13650decb20299d996448a8
Infinite Amethyst,271786,55,https://p.scdn.co/mp3-preview/125e45f56621abf7177db0daaa33d0cd2f520b2c?cid=38e2a4a43dbf4f63a749947cbcb26e74,Lena Raine,Minecraft: Caves & Cliffs (Original Game Soundtrack),album,2021-10-20,10,https://i.scdn.co/image/ab67616d0000b2730c9f80d7b5ceb44e19e834cf
Floral & Fading,209186,62,,Pierce The Veil,Misadventures,album,2016-05-13,11,https://i.scdn.co/image/ab67616d0000b273feef5b9537d7b52555a42f17
Flip-Book Oscilloscope,445853,12,https://p.scdn.co/mp3-preview/f33d0454be30348225277a3c02a2c407be5db349?cid=38e2a4a43dbf4f63a749947cbcb26e74,Turing Machine,A New Machine For Living,album,2000-01-01,7,https://i.scdn.co/image/ab67616d0000b273ac35d01bcdc68116a27a40f1
Snow halation,260265,52,https://p.scdn.co/mp3-preview/e1ef8f32415c582c3f3970053545b801a5428bed?cid=38e2a4a43dbf4f63a749947cbcb26e74,μ's,ラブライブ! μ's Best Album Best Live! Collection,album,2013-01-09,31,https://i.scdn.co/image/ab67616d0000b2738739d58a994c2846866e20c1
Mantra Hujan,112559,55,https://p.scdn.co/mp3-preview/a8bf0394b8cd286feac86310742df280d07557ce?cid=38e2a4a43dbf4f63a749947cbcb26e74,Kobo Kanaeru,Mantra Hujan,single,2022-06-19,2,https://i.scdn.co/image/ab67616d0000b2732933b597ee06bd45858ddbc5
Champion Battle,68599,25,https://p.scdn.co/mp3-preview/7f6f311ab2bc2e40a7ffd559785ed0d2bced65bd?cid=38e2a4a43dbf4f63a749947cbcb26e74,Bitmaster,"Pokemon Gold, Silver & Crystal (Chiptune Renditions)",album,2022-01-28,88,https://i.scdn.co/image/ab67616d0000b273df696237eeb02393557d0f4b
Standing Next to You,206019,97,https://p.scdn.co/mp3-preview/b1cac49f0f6043eae3a0c0557fe16a9579fbc519?cid=38e2a4a43dbf4f63a749947cbcb26e74,Jung Kook,GOLDEN,album,2023-11-03,11,https://i.scdn.co/image/ab67616d0000b273741fd4807f442af3f7359316
trust you,318133,46,https://p.scdn.co/mp3-preview/e6a56bad817d170bfc5d235b6b36949a88c71e40?cid=38e2a4a43dbf4f63a749947cbcb26e74,Yuna Ito,DREAM,album,2009-05-27,11,https://i.scdn.co/image/ab67616d0000b273a363af566603ac65c6b398a8
JoJo Sonochino Kioku~end of THE WORLD~,263566,58,https://p.scdn.co/mp3-preview/5fd99a28124e6af99ce45bbe1f83113aef1074e5?cid=38e2a4a43dbf4f63a749947cbcb26e74,"JO☆STARS 〜TOMMY,Coda,JIN〜",JoJo Sonochino Kioku~end of THE WORLD~,single,2015-01-28,2,https://i.scdn.co/image/ab67616d0000b273da7bdd4b9097889e6369f003
k.k. cruisin' ~ animal crossing lofi,76588,49,https://p.scdn.co/mp3-preview/297b0543a537cd4006f9d53665c1cb1383d23b36?cid=38e2a4a43dbf4f63a749947cbcb26e74,Closed on Sunday,k.k. cruisin' ~ animal crossing lofi,single,2021-05-20,1,https://i.scdn.co/image/ab67616d0000b273e33a2fb16298ae2881a834cc
